#Parameters = {phi=0; theta=0}
#"Frequency / GHz"	"SZmax(1),Zmax(1) [Magnitude]"
#------------------------------------------------
62.776800000000	-12.645352381233
62.798400000000	-12.663654789772
62.820000000000	-12.682010070100
62.841600000000	-12.700418452393
62.863200000000	-12.718880168470
62.884800000000	-12.737395451806
62.906400000000	-12.755964537546
62.928000000000	-12.774587662524
62.949600000000	-12.793265065279
62.971200000000	-12.811996986066
62.992800000000	-12.830783666881
63.014400000000	-12.849625351470
63.036000000000	-12.868522285348
63.057600000000	-12.887474715818
63.079200000000	-12.906482891987
63.100800000000	-12.925547064782
63.122400000000	-12.944667486968
63.144000000000	-12.963844413169
63.165600000000	-12.983078099882
63.187200000000	-13.002368805497
63.208800000000	-13.021716790314
63.230400000000	-13.041122316566
63.252000000000	-13.060585648432
63.273600000000	-13.080107052061
63.295200000000	-13.099686795588
63.316800000000	-13.119325149157
63.338400000000	-13.139022384938
63.360000000000	-13.158778777149
63.381600000000	-13.178594602074
63.403200000000	-13.198470138087
63.424800000000	-13.218405665672
63.446400000000	-13.238401467440
63.468000000000	-13.258457828158
63.489600000000	-13.278575034765
63.511200000000	-13.298753376395
63.532800000000	-13.318993144400
63.554400000000	-13.339294632375
63.576000000000	-13.359658136176
63.597600000000	-13.380083953946
63.619200000000	-13.400572386138
63.640800000000	-13.421123735541
63.662400000000	-13.441738307300
63.684000000000	-13.462416408942
63.705600000000	-13.483158350402
63.727200000000	-13.503964444048
63.748800000000	-13.524835004705
63.770400000000	-13.545770349679
63.792000000000	-13.566770798789
63.813600000000	-13.587836674387
63.835200000000	-13.608968301389
63.856800000000	-13.630166007299
63.878400000000	-13.651430122241
63.900000000000	-13.672760978980
63.921600000000	-13.694158912956
63.943200000000	-13.715624262311
63.964800000000	-13.737157367917
63.986400000000	-13.758758573408
64.008000000000	-13.780428225203
64.029600000000	-13.802166672547
64.051200000000	-13.823974267530
64.072800000000	-13.845851365127
64.094400000000	-13.867798323226
64.116000000000	-13.889815502658
64.137600000000	-13.911903267233
64.159200000000	-13.934061983768
64.180800000000	-13.956292022127
64.202400000000	-13.978593755247
64.224000000000	-14.000967559180
64.245600000000	-14.023413813119
64.267200000000	-14.045932899442
64.288800000000	-14.068525203740
64.310400000000	-14.091191114857
64.332000000000	-14.113931024927
64.353600000000	-14.136745329410
64.375200000000	-14.159634427129
64.396800000000	-14.182598720309
64.418400000000	-14.205638614616
64.440000000000	-14.228754519195
64.461600000000	-14.251946846713
64.483200000000	-14.275216013395
64.504800000000	-14.298562439070
64.526400000000	-14.321986547206
64.548000000000	-14.345488764960
64.569600000000	-14.369069523215
64.591200000000	-14.392729256627
64.612800000000	-14.416468403665
64.634400000000	-14.440287406662
64.656000000000	-14.464186711854
64.677600000000	-14.488166769429
64.699200000000	-14.512228033577
64.720800000000	-14.536370962530
64.742400000000	-14.560596018617
64.764000000000	-14.584903668309
64.785600000000	-14.609294382272
64.807200000000	-14.633768635414
64.828800000000	-14.658326906936
64.850400000000	-14.682969680389
64.872000000000	-14.707697443721
64.893600000000	-14.732510689333
64.915200000000	-14.757409914134
64.936800000000	-14.782395619595
64.958400000000	-14.807468311806
64.980000000000	-14.832628501531
65.001600000000	-14.857876704268
65.023200000000	-14.883213440307
65.044800000000	-14.908639234791
65.066400000000	-14.934154617772
65.088000000000	-14.959760124277
65.109600000000	-14.985456294370
65.131200000000	-15.011243673214
65.152800000000	-15.037122811136
65.174400000000	-15.063094263691
65.196000000000	-15.089158591733
65.217600000000	-15.115316361477
65.239200000000	-15.141568144573
65.260800000000	-15.167914518170
65.282400000000	-15.194356064992
65.304000000000	-15.220893373409
65.325600000000	-15.247527037507
65.347200000000	-15.274257657168
65.368800000000	-15.301085838139
65.390400000000	-15.328012192116
65.412000000000	-15.355037336817
65.433600000000	-15.382161896062
65.455200000000	-15.409386499858
65.476800000000	-15.436711784475
65.498400000000	-15.464138392534
65.520000000000	-15.491666973091
65.541600000000	-15.519298181722
65.563200000000	-15.547032680612
65.584800000000	-15.574871138644
65.606400000000	-15.602814231490
